account_id,username,bio,followers,posts,verified
75307154536,arthurswellnessemporium,"🏋️‍♀️ Fitness Accessories | 🏃 Fitness Equipment
💆‍♂️ Body Care & Recovery
💪 Gear up. Train hard. Recover right.
🛍️ Your wellness starts here ↓",54,386,False
63012844765,aryan.shinde_02,@realmadrid,442,5,False
56857374732,aryanmalik_fit,"💪 Fitness Lover | Gym is my therapy
🔥 Muscles not excuses
🥗 Eat clean • Train hard • Stay fit",27,22,False
50299208803,ashleys_delicious_eats,A collection of my favourite recipes 👩🏼‍🍳,53,580,False
67302175703,atfep247,"Welcome to your home for something real! Real people. Real success. #RealAF 16 Locations El Paso/Juarez, 5500 Worldwide. Member Access to them all!",1206,417,False
64951120444,aurex.clinic,"AUREX | Clinical Exercise & Medical Fitness
Helping people escape the pain–relief cycle
We don’t treat pain. We fix the system causing it
📍 Chennai |",183,16,False
62596735576,axxess_fitness,"Personal Trainer & Ernährungsberater
unter: www.axxess-fitness.com
Supplements & Nahrungsergänzung",132,36,False
44944708359,ayomikun_makanaki,"Home Workouts • Bodyweight Training  
Helping men build strength & confidence  
Daily routines | No equipment needed  
DM for beginner workout plans",976,34,False
59109193391,ayurveda_angelique,"Waking up in the middle of the night swimming in a pool of your own sweat?
I can help!  #healmenaturally",438,156,False
65925454369,ayush_nature_cure_hospital,"ANC Hospital offer holistic approach health concern like arthritis, obesity, back pain, anxiety, depression through Yoga & Panchkarma",18,267,False
44722691385,banus_diet_kitchen_,"🥗 Customized Diet Plans
📦 Subscription-Based Programs
👩‍⚕️ Personal Nutritionist – Chennai
📩 banusdietkitchen@gmail.com 
☎️ 9789810832",12500,634,False
73750470607,barbellmeal,"Delivers clean, chef-crafted meals, cooked in olive oil, no artificial colour. Pure flavour, smart nutrition. 
Subscription Available
DM to Know More",327,162,False
,barjgiso,,0,0,False
45932322422,beast.incarnatex,"A beast is coming.
Not loud. Not rushed. Just inevitable. 🩸",14,3,False
4882734736,bfitwithde,"Just a regular gal finding fit!It's never too late to begin your fitness journey! Mine began at 45. 
~Personal Trainer
~Fitness Nutrition 
~Tips Ideas",299,1592,False
68508786963,bharat_kalyan_paksh,एकमात्र उद्देश्य भारत को पुनः महानतम बनाना है। भारत कल्याण पक्ष  (Bharat Kalyan Paksh) #bharatkalyanpaksh #भारत #भारतीय #कल्याण #पक्ष #भारतकल्याणपक्ष,21,491,False
71427822977,bhrungi.hospitals,"Compassion • Precision • Trust
BN Reddy Nagar, Hyderabad  
#CareYouDeserve #BhrungiHospitals",3375,333,True
80007834184,bitefitofficial,,47588,84,False
78408412391,bl_personal_training,"📍 Based in Carlisle Everlast
✨ Making fitness simple & fun for beginners
📊 Turning your data into muscle & health
📩 DM to get started 💪🏻",214,38,False
60557044060,blackpant_harfitness_idar,"Gym💪 workout💪🏋️‍♀️ motivated 
🏋️‍♀️ No GAIN 💪WITHOUT PAIN
 अब आही गऐ हो तो Follow भी करलेना",185,24,False
7897028169,blazefightwear,"Our Accounts.
@blazefightweargloves
@blazefitnesswear
@blazesportswear
@blaze.championship.belts
@blaze.street.wear
@blazebagspro",277,634,False
3009626078,blessed_with_many,"🤍 Jesus 1st | Mom of 10
🌿 Faith, health & freedom
🏡 Building income at home
🏹 Raising arrows & building leaders
💗 Faith-led wellness | Eph 3:20",5483,1516,False
55213981972,blushbootcamp_raymore,"⭒ Empowering Women Through Fitness ⭒
•50-minute boot camp sessions
•Free babysitting
•Women of all fitness levels welcome💗",526,1960,False
54027938630,bobbysilasfitness,Personal Trainer DM for inquiries. stay fit 💪🏋️‍♀️🍑🔐,2936,140,False
77182590831,bodynantes,"Bienvenue sur Body Nantes, association sportive proposant un cocktail de renforcement musculaire, cardio et d'endurance en plein air à Nantes",132,142,False
2200259510,bounce__watford,"Mini Trampoline Fitness Class 🙌🏻✨
📍 One YMCA Orbital Community HUB, Watford, Haines Way, WD25 7QU
Book Here ⬇️⬇️",1697,3462,False
62181494783,bouncebourne,"Mini trampoline fitness
Be warned …..it’s addictive 😜 
Tuesdays 6pm
Wednesdays 7.30pm
Thursdays 7.30pm",1649,1185,False
67299463809,brownskinnedfit,"Short & Simple Fitness Clips -Motivational Purposes!!
4Week dumbbell Program-DM for link
@valhalla.vitality CODE: BREE30 
@prozis CODE: PROBREE10",66956,591,False
3650424209,buildertapasbreakner,"আমি কে ?
জেনে কি করবে....",254,161,False
43483505682,built_by_kmc,Certified Fitness Coach and Nutritionist.               💪Personal trainer specializing in women’s hormone health,13,8,False
76430181823,bungeephysiobkk,"#Bungeephysiothespacepilatesbkk
📍 SeenSpace 3rd floor,Thonglor 13, Bangkok
📞061-405-6446",390,108,False
80212703305,burnify.in,"Daily fitness made simple.
Affordable workout gear for everyone.
Build strength. Stay consistent.
👇 Explore products",2,23,False
7573030916,burnmore24,A great all over body workout in only 24 minutes for all fitness levels. It incorporates cardio and resistance training in a fun environment.,859,1012,False
45076134547,bynainrodriguez,𝐇𝐨𝐰 𝐜𝐚𝐧 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐟𝐞𝐞𝐥 𝐬𝐨 𝐠𝐨𝐨𝐝 𝐤𝐧𝐨𝐰𝐢𝐧𝐠 𝐭𝐡𝐚𝐭 𝐢𝐭’𝐬 𝐰𝐫𝐨𝐧𝐠?”🫦,329,35,False
43064895121,calisthenicscore5,"⚡ Strength · Mobility · Skill work
🏋🏼‍♂️Yourbody is the only gym you need
📒Free calisthenics ebook for beginner guide 🔗",1,4,False
37716075436,calorieleads,"⚡️Custom TDEE Calculators for Fit Pros⁣
💪Generate Hundreds of Leads into your Business⁣
👇Click here to start your 𝗙𝗥𝗘𝗘 14 Day Trial",917,1485,False
5774874723,caloriesmix,Lose fat without strict dieting 🥑,777130,2150,False
3118830061,cap_sayed_sleem,"📌Parsonal trainer 
📌Online coaching
📌fitness Instructor 
📌top 6 🏆⚔️🥇 جمهوريه
Work .in @fitnessworldgym2017",847,276,False
78653413892,cardioclub.fitness,"Surat's most popular weightloss fitness center!🔥 
🏋️Obesity to Fit Life
Owner@ritulath
Managed by @umesh_220120",279,120,False
45691406207,caroxfit,"🤍 25 | PHL 
🎧personal trainer & online fitness coach
@paragonfitwear code ‘carolinek’
@myprotein code ‘caroxfit’",1296,388,False
75515007510,catlinaj,"✨ Soft strength. Built daily. 🌸
Former overweight girl
Building strength through discipline
⬇️ Follow my journey",140,110,False
60359673691,ccupft,"❥ 114年｜精準堆肌・再創奇肌｜
❥113年精準跨適能・基礎強健💪🏻 
Precision Functional Training
透過運動鍛鍊及終身學習，除了幫助學員找回失去的功能性能力，也能滿足自己的生活功能性需求。是一個訴求精準、看見需要、解決問題的培訓品牌。",69,128,False
43710240173,chauhan_aesthetics_,"Pushpendra | Chandan
Two brothers. One goal. Pure gains🥇
Workout • Diet • Gym Tips
👉Follow For Daily Fitness Motivation
@channu_19 @pushpendrasiingh",48,14,False
45893236370,checkithighprotein,High protein ≠ high quality. We check what's really inside 💪 AI scores 0-100 📲 Free app ⬇️,0,217,False
12292364967,chefoftheworldllc,"Private Chef,  In-Home Catering. Food passionate, cooking is my way to show love",206,214,False
4347726040,chriscioffi_32,"Tampa Bay Brigade # 30 ⚓️
@unitedgridleague 2025 Bodyweight Specialist of the Year 🤸
Structural engineer🏗️
Penn State Nittany Lion 🤓
Dog dad 🐶🐶🐶",6467,157,False
50974709437,chuchuelo,📍 Based in Singapore | Shipping Globally 🌎,26,44,False
76806593995,chyycas,"I teach how to find sustainability in the gym + your mind 
Permanently peaceful + evolving 
Best selling author - The Micro Method",2343,174,False
40870829374,claires_happy_body_happy_mind,"L3 PT, L4 Nutrition & Online Coach
Positive mental health 🧠💪🏼
@thebodycoach Ambassador- https://tidd.ly/3X8FtN
@spooncereals 10% discount- CLAIRE10",3143,1517,False
48829436115,cleaneatzalgonquinil,"💚 Your First Step to a Healthy Lifestyle.
🍴Dine-In | Meal Plans | Catering| Grab N' Go's| Protein Smoothies 
📍776B S Randall Road. Algonquin, IL 60102",1410,1464,False
44709163290,cleaneatzorlandparkil,"Healthy lifestyle cafe offering weekly #mealprep service, dine-in/take-out, #healthy catering, frozen grab & go #meals, #protein smoothies, & more! 💪",3068,1389,False
68096493344,clubdepilates_bkk,“Experience life’s best moments through the magic of Pilates.” 🕊️☘️🫧,357,155,False
48030472897,cmce_coaching,"Personal trainer , nutrition and group coaching 
I help women and girls of all ages get in shape and boost confidence",119,49,False
2047937155,cnc_products,"CNC is the preferred supplier to #topchefs , restaurants & #homecooks for quality wholesale ingredients since 1991
💛 Shop online
#nationwidedelivery🚚🚛",1626,637,False
54158083367,coachjdorvil,"Exercise Science Degree.
Certified Personal Trainer, Performance Coach, Nutrition Coach, Wellness Coach, Youth/HS Performance and Mobility.",107,4,False
8138674477,coco_punel,"Helping you build a strong & aesthetic body
Fat Loss • Muscle Gain • Lifestyle Change
Online & Offline Coaching
📩 DM ""START"" to begin",8103,201,False
75400989914,combatkitchenleeds,"High-protein. Homemade. 
Big portions. No kitchen hassle.
Weekly Updated Menus 
⠀
👇 Order Your Weekly Prep",112,98,False
48127534050,cookwithrosalie,"Recipes and food inspiration👩🏽‍🍳                            
TikTok: cookwithrosalie",119,29,False
16514297369,cool_est_badboiii_,"🇵🇸Alhumdullila for  everything 🕋
Allah Hu Akbar🕋 I love Muhammad
My life is my parents 👨‍👩‍👧‍👦
Love 🖤🖤
""Satisfy your soul, not society""?😜",793,98,False
42083673538,coretechfitness,"Performance fitness tech
Engineered for smarter core training
Trusted by 1,000+ athletes
👇 Train smarter at home",0,8,False
1620624685,cross77fit,"🦾Gimnasio 
🏋️‍♀️CrossFit 
📍Ubicación 👇🏻",829,292,False
2722202462,crossfitframework,,1686,1125,False
1183524157,crossfitironlion,"We help busy Caloundra Professionals & Parents build the body, health & confidence to live their best life!! 
📲 DM us for your FREE trial",1418,2961,False
6077741557,crunch_lascruces,"40,000 square feet of fitness & fun!
No Judgements! 💪 $9.99/mo!
Click the link to JOIN ONLINE NOW!🔗👇 👇",3359,3428,False
19816790802,curves.veronaest.2019,L'allenamento completo di 30 minuti pensato per le donne!,1759,2409,False
71591176855,curvesborgoroma,L'allenamento di 30 minuti pensato per le donne💪🏻,277,278,False
4093607723,cycloquester,"""Seeking solace in pedal rhythms, chasing health on two wheels. Join my silent journey through gears and life's codes. 🚴‍♂️💻 #IntrovertExplorer""",451,231,False
78496498122,daily.fit2025,"Fresh, Healthy & Delicious • Personalized Fitness Meals Made with Quality Ingredients • Your Nutrition, Our Passion.",322,59,False
78261429691,daily_ayurvedatips,"Fat Loss | Pregnancy Care | Health
Safe & Science Based Guidance
No Myths. Only Practical Results.
⬇️ Start Smart Today",52,512,False
73680518744,daily_wins_al,This account has all about my daily wins,1,52,False
62245052225,dailyhealthtips247,"Daily health tips for a better you 🌱
Simple habits • Natural wellness • Everyday balance
🙏Help me get 5000 Follower🙏",1135,184,False
,darala_lj,,0,0,False
46261920796,datiki_diet,"🎯  Ένα πρόγραμμα διατροφής που θα σε οδηγήσει στο στόχο σου!
📍 Δημοκρατίας  5, Αγία Ναπα, 5330
👇Order Online:",4879,823,False
230766575,deedee.tzl_,"👸🏻🌙🇲🇽🇯🇲🇿🇦🇬🇭🇦🇴
Bailando por el mundo 🗺",4486,372,False
58268737069,deepak_singer_orai_jalaun,,147,42,False
49894882134,deepfit95,"Certified Zumba Instructor 💃 @funkxide_here_dfc 
| Weight Loss 💪
Online + Offline Classes
Siliguri 📍
DM “FIT” to join
Work at @talentrisesacademy",11,9,False
38626020,desiwiththelocdhair,Noahs journey with mommie,3126,4660,False
76807738172,dharthifoods,"⚡Instant Goodness in Every Bite 
Nutritious | Protein-Rich | Easy Meals
📩DM to order|📞8247690087",131,143,False
79420442069,discipline_and_dal,"Vegetarian 🥑 
From Skinny Fat —> Strong 💪 
Real-time transformation 
Powered by Discipline & Dal 🥣",96,47,False
52751934538,dj_sir_fitness,Be Your Own Boss,128,576,False
6955961831,dnyanu_sarita,We make People Healthy And Happy,483,1540,False
64619400188,dottruotolonutrizionista,"Nutrizione clinica e sportiva🍏
Specialista in scienza dell'alimentazione, PhD,PT
dott.gianlucaruotolo@gmail.com Info e prenotazioni📲3474896603",780,90,False
67813186242,dr_ashok_sh,"Doctor 🩺 | Nutrition Expert 🥗
Fueling health with food, not fads
Daily tips on clean eating & balanced living
Science-backed bites for a better life",620,191,False
41780504209,dr_khan010,"MBBS Student 🩺
| Fitness 💪 
| Badminton 🏸 
| Travel ✈️
Lucknow",19,10,False
2305984203,dr_muscle_catering,"since 2015
🍽  Fat Loss • Bulking 
🔥 Starts from IDR 37.5K
🛵 FREE ONGKIR
📍 Sby & Sda
📱 +62 817-7239-7984
🛵 GoFood
🛒 Tokped
    𝙊𝙍𝘿𝙀𝙍 𝙃𝙀𝙍𝙀",1626,1448,False
75745108826,draugrnutrition,"💪 Fuel Your Muscles, Power Your Game
⚡Creatine + Amino + Pre-Workout +HMB in 1 Formula
🔥 Visible Results in Just 8 days
📞 +91 80543 09208",141,194,False
58981158784,dreams2results,"Come get real results 🦍   
Motivation and Inspiration  💪🏿                          
DM “COACH” if you’re looking for Results 
✝️",320,172,False
22082935872,dumbellbox,"Built for high-performers.🏆
35g+ protein per meal.🥘
Chef-prepared. Nutritionist approved.🤝
No repeated meals.🍱
Discipline tastes better here.👇",278,72,False
,e.z.workout,,0,0,False
74457564234,easy_and_quick_recipes2025,"Tasty homemade meals in minutes!
Hi, I'm Sam — sharing easy-to-follow, time-saving recipes for busy food lovers.",42,1353,False
45301253583,eatwiselosesize3,"Clinical Dietician | Diabetes Educator
Gut Health • PCOS • Thyroid
🌎 800000+ Clients
India | USA | Canada |UAE For online plans 📩 DM “DIET” to Start",5,4,False
8222831959,edfitnfed,"📚NASM CPT/CES+BS in Nutrition
Let’s Get Fit & Fed!🏋️‍♂️🍽️
@animalpak 20% off Code: EDDIEL 🦍
@primevallabs 20% off Code: FITNFED🔥",652,225,False
35703152,eksteigerwalt,wife|mama|twins +3,1118,1808,False
48870430820,el_cuara25,"22 años en internet 🤫🗿
Tu Página en Sencillo 🪙",104656,6759,False
44039513235,elena_fontes_,"Elena ☀️
Mediterranean girl
gym • coffee • beach",122,12,False
68277885544,elevatebodyforge_,"𝐘𝐨𝐮𝐫 𝐓𝐫𝐮𝐬𝐭𝐞𝐝 𝐏𝐚𝐫𝐭𝐧𝐞𝐫 𝐢𝐧 𝐘𝐨𝐮𝐫 𝐖𝐞𝐢𝐠𝐡𝐭 𝐋𝐨𝐬𝐬 𝐉𝐨𝐮𝐫𝐧𝐞𝐲! 
✨ Order now and take the first step! ✨",290,2201,False
46348398786,elitecovers_in,"✨ Making your Business look Premium
📂 100+ Niches | Custom Designs
📈 Converting Followers into Clients
🔥 By @sadhnaydv.in
🎨 DM ""DESIGN"" to start!",4,1,False
2867126611,emperor_kyung,"@musclenex_mnex ambassador  
할인코드(emperor)
멸치의 취미 헬스 성장기
56kg➡️87kg",2433,86,False
3050862671,ericachanxw,"✨I help busy adults lose 2-4kg in 21 days!
💪🏻Co-founder @hoseh_fitclub|Transformation Coach
🔥Book a call ⬇️ to start your 21-day challenge",1243,450,True
58641033968,erikalilianafit,"Erika | Fitness + Lifestyle ✨  
I turned discipline into results  
Come build with me 💪🏼  
Fits ↓ ERIKA10 | @shopfashioness",332,408,False
2371151804,erikreifenberger.cleanfitness,"📍 Paderborn, Umgebung und online
💪 Personal Trainer @cleanfitness.official 
🥙 lizenzierter Ernährungsberater
🏋️‍♂️ Hyrox Training (Hyrox Halle Büren)",1721,600,False
43518061776,essentialmodernhealth,"EssentialModernHealth.com brings you the latest in wellness innovation, offering a curated selection of health essentials designed for modern living.",14,4,False
80053431764,esthers_healthjourney,"Your willing to DIE for your kids, are you willing to LIVE for them?#healthjourney
Morririas por tus hijos, vivirias por ellos? #perdidadepeso #mombod",7,8,False
63035823041,etrainer_id,"🗣️ Edukasi Gizi, Kebugaran dan Latihan Fisik Cabor
💪 Berolahragalah dengan Ilmu
👟Exclusive workshop 👥 1500++ member seindonesia",9307,219,True
80329848651,everestjalandhar,"📍Jalandhar, PB
🧘‍♀️ Reformer • Wunda Chair • Cadillac
Yoga | Pilates | Aerial | TRX
✨Group & Private Classes",86,23,False
74735993737,fesmith598,,43,646,False
43313601755,fiberzen.india,"FiberZen – Digestive Fiber Infusion
Daily natural fiber for better digestion & gut health.
Supports detox • Helps weight management • 100% Natural.",2,2,False
47881567755,fit.engineerss,Health and fitness,59,117,False
72867216268,fit____home,"Fit Home | Personal Gym Trainer
🏠 Personalized fitness at your doorstep!
💪 One-on-one training | Tailored workouts
📍 Indore",70,58,False
48154864879,fit__dina,"@rock_dinanath
@fit__dina
🇮🇳🥷⚔️
❣️❤️‍🩹❣️",602,292,False
42987947455,fit_coreofficial,"📍 Block A, North Nazimabad Town
📍 Landhi Town",4026,1238,False
80202946836,fit_nesscoachajay,"PI powerlifter ❤️‍🔥 
🔥 Online Fat Loss Coach
🏠 Home Training Specialist
📲 1:1 Personal Coaching
📞 7747824391
Consistency = Trust",451,22,False
52807863379,fit_with_khushishaw,"certified weight lose coach 🏋️
personalized deit + workout + nutrition 
1:1 coaching + expert advice | real results 🔥
start your journey 👇",961,112,False
45069339832,fit_withme7,"Health + Wealth Growth Platform
Weight Management | Nutrition | Fitness Tips
स्वस्थ शरीर, मजबूत भविष्य
📩 DM करें – हेल्थ गाइडेंस के लिए
#healthyfood",2,3,False
56096361778,fitaari_store,"Sports Wear and Accessories
@fitaari_",300,78,False
3121285273,fitbygauravv,"Fitness hobbies with Ulcerative Colitis | IBD
🏋🏻‍♂️Athlete | ICN Goa 2025
💪📲 Online & Offline Fitness Trainer",1261,94,False
37208100159,fitcoach_ashwin24,"👤 Ashwin Chaudhary | Fit Coach Ahmedabad
💪 Health Coach | Fit Bharat Mission
⚖️ Weight Loss | Weight Gain
🔥 21 Days Wellness Challenge
📩 DM for On",1023,322,False
46290896317,fitcolabs,"Fitco Labs
Fat Loss & Fitness Systems
Meal Plans | Workouts
Start your transformation 👇",9,11,False
5787488119,fitfivemeals,"🥗 Chef made meals 
💪 Healthy, Fresh (never frozen)
🚚 Doorstep Delivery or 🆓 Pickup
📦 Now shipping to you
👇 Order Thu-Wed by 11:59pm for Mon. pick-up",12952,3330,False
57501151180,fitkitabxana,"Geniş idman kitabxanası 💪🏻🔥
İdmana dair dünya məşhurlarının istifadə etdiyi kitablar burada
Sifariş üçün DM",204,46,False
69309358113,fitlife_byjake,"🥑 Fitness Nutritionist
🏋‍♂️ Master Fitness Trainer/Health Coach
🤸‍♂️ Recreational Athlete
📖 👇See my site & shop my book👇",174,82,False
4163746944,fitmatt_academy,"🙋‍♂️Your Health, Our Priority. 
👨‍👩‍👦‍👦Health, Fitness & Wellness Programs. 
🤝Support for a Healthier you. 
📝Book your consultation today.",365,91,False
46193629000,fitmilesbymonika,"● Fitness ● Travel ● Growth 🎀
Strong body, soft soul ✨️
Documenting miles & moments ❤️",95,30,False
7327932754,fitness_hacks_101,"Health & Fitness Articles To Help Reach Your Goals: Strength & Conditioning, Running, Triathlon, Body Building, Nutrition, Weight Loss, Motivation",533,15591,False
7755972914,fitnessdrillswithshivani,"Fitness Expert | Reebok Certified Professional | Nutritionist & Weight Management Specialist | Zumba Instructor (Zin™) | CPR AED Certified 
Ahmedabad",4236,1112,False
43810123337,fitnessexcerciselifestyle,"Building a strong body & healthy life.
Workouts • Gear • Nutrition • Daily habits
Sharing what I use & what works.
⬇️ Check out my favorites",2,6,False
49377296923,fitnessjourneywithsant,"🔷Certified coach 
🔷Personal trainer @talwalkars_sevoke_road_ 
🔷worked with @behyprfit
🔷Worked with @health_world_siliguri
📩DM for paid workout plan.",422,442,False
76288187760,fitnesswithshaswat,"🔱 90 Days Brahmacharya Challenge
💪 Natural Body • Tapasya • Sanatan Lifestyle
🕉 “ॐ हं हनुमते नमः”
🔥 Daily Discipline | Workout | Mindset
👇 Watch",190,110,False
7235354379,fitoclockjaipur,💯 Stay Committed To Your Fitness Goals.,1133,1445,False
,fitt_eduu,,0,0,False
3513184652,fitwithkris._,Fat Loss and fitness for anyone who wants to lose 5-25kg!  Let’s work together!  💪🏻 8 Week Body Confident Program | Group Fitness | Pilates | PT |,4172,1157,False
78121333283,flexivo.fit,"Home fitness & recovery made simple 💪  
Workout • Recovery • Posture • Mobility  
Train smarter. Recover better.",12,532,False
72826958974,flintsdiscounts,"FlintsDiscounts 🛍️
✨ Quality products at everyday low prices
🚚 Fast & free delivery
🛒 Smart shopping made simple",76,579,False
5437339376,flow_ra_flow,".FREE.
.WELLNESS COACH.
.PERFORMER.
.BRAVE.",1776,3034,False
75703839374,formavida.in,"Forma Vida — Shape Your Life 💚
Personalized diet, fitness & care by doctors
📍Surat, India | 💬 Consult now",9055,79,False
13567744561,fueleat_,"Gastroenterology specialist Dietitian | NHS UK
Sports Dietitian MSc | UK
94093903",4333,147,False
78456371071,fuelzomr,"Precision Nutrition for [WEIGHT LOSS , MUSCLE BUILDING ] 💼
⚡️ Energy optimization. 
📈 Custom meal plans & coaching.
 DM US FOR ORDER 
Now in omr padur",67,27,False
73651493257,g.andrei_ionut,,196,12,False
3293109492,gabez.perezz,,2576,9,False
61256967899,gainzwithdrea,"ɢʏᴍ | ᴘɪʟᴀᴛᴇꜱ 
ᴘɪʟᴀᴛᴇꜱ ɪɴꜱᴛʀᴜᴄᴛᴏʀ ʟᴏᴀᴅɪɴɢ 🧘🏻‍♀️",165,8,False
72097808492,galwayproductofficial,"Quality You Trust | Wellness You Deserve
Explore Premium Personal Care, Ayurveda Care, Wellness, Agri & Home Products.
Shop Now | Trusted by Millions",1605,425,False
64766414933,garcia_yuli88,"DIOS 🙏FAM ❤️GYM 💪🏼
@yulianas_fitness_gym",273,290,False
3674176250,getfit_westville,"💥 Home of #getfitchallenge 
🏋🏽‍♂️ Full service gym 
💅🏼 Beauty salon",1400,2226,False
